account_id,scenario_type,is_ato,split
acct_a28e182c,credential_compromise,1,train
acct_263f6d22,credential_compromise,1,train
acct_a1c2787b,credential_compromise,1,train
acct_947caa67,credential_compromise,1,train
acct_b1964bf8,credential_compromise,1,train
acct_59a7a5ab,credential_compromise,1,train
acct_c4d53757,credential_compromise,1,train
acct_5a6a9cdb,credential_compromise,1,train
acct_6e8d79b2,credential_compromise,1,train
acct_b1cfe1ec,credential_compromise,1,train
acct_74545430,credential_compromise,1,train
acct_1efc49a9,credential_compromise,1,train
acct_3e719f51,credential_compromise,1,train
acct_32d3178d,credential_compromise,1,train
acct_b40ef443,credential_compromise,1,train
acct_507b7d8d,credential_compromise,1,train
acct_5faa2d07,credential_compromise,1,train
acct_bed01d6e,credential_compromise,1,train
acct_75dd8adc,credential_compromise,1,train
acct_78aa4e46,credential_compromise,1,train
acct_90604f8f,credential_compromise,1,train
acct_9a464886,credential_compromise,1,val
acct_b5333dba,credential_compromise,1,val
acct_6af773e9,credential_compromise,1,val
acct_17e4d92d,credential_compromise,1,val
acct_32647fb7,credential_compromise,1,val
acct_e881f0ff,credential_compromise,1,val
acct_3ec16fd1,credential_compromise,1,val
acct_1e3d8a35,credential_compromise,1,val
acct_444f43c5,credential_compromise,1,val
acct_fa984462,credential_compromise,1,val
acct_aefbac31,credential_compromise,1,val
acct_a26e9074,credential_compromise,1,val
acct_1f4cc395,credential_compromise,1,val
acct_50ea5359,credential_compromise,1,val
acct_c33ccf74,credential_compromise,1,test
acct_c09bff81,credential_compromise,1,test
acct_e3692330,credential_compromise,1,test
acct_f926affd,credential_compromise,1,test
acct_f3a4877e,credential_compromise,1,test
acct_88542b4d,credential_compromise,1,test
acct_d6d9b9a6,credential_compromise,1,test
acct_27e7f574,credential_compromise,1,test
acct_ab5f6dd0,credential_compromise,1,test
acct_81e0d660,credential_compromise,1,test
acct_6a9b9436,credential_compromise,1,test
acct_ccf4620f,credential_compromise,1,test
acct_b1d2a2a0,credential_compromise,1,test
acct_70e74ce2,credential_compromise,1,test
acct_1a8ffad3,credential_stuffing,1,train
acct_bceca0c6,credential_stuffing,1,train
acct_ae234f8e,credential_stuffing,1,train
acct_89609208,credential_stuffing,1,train
acct_a7f52b8d,credential_stuffing,1,train
acct_785217e7,credential_stuffing,1,train
acct_928b9600,credential_stuffing,1,train
acct_55fb7266,credential_stuffing,1,train
acct_16c66b81,credential_stuffing,1,train
acct_bd049232,credential_stuffing,1,train
acct_d5552937,credential_stuffing,1,train
acct_25cf8496,credential_stuffing,1,train
acct_591013cf,credential_stuffing,1,train
acct_38554c55,credential_stuffing,1,train
acct_40f09afc,credential_stuffing,1,train
acct_8cc3d22c,credential_stuffing,1,train
acct_255b6fc7,credential_stuffing,1,train
acct_5ee1e20c,credential_stuffing,1,train
acct_06a290a6,credential_stuffing,1,train
acct_854a3d0d,credential_stuffing,1,train
acct_95b4ac10,credential_stuffing,1,train
acct_f2c73bd1,credential_stuffing,1,train
acct_29e5403b,credential_stuffing,1,train
acct_da8abae7,credential_stuffing,1,train
acct_45c3a6c9,credential_stuffing,1,train
acct_1120be87,credential_stuffing,1,train
acct_99f4d534,credential_stuffing,1,train
acct_8c52560a,credential_stuffing,1,train
acct_4c0d6864,credential_stuffing,1,train
acct_638f0d7e,credential_stuffing,1,train
acct_4f6e6108,credential_stuffing,1,train
acct_7a18813f,credential_stuffing,1,train
acct_30cb9794,credential_stuffing,1,train
acct_bd9ba8a2,credential_stuffing,1,train
acct_38db8e80,credential_stuffing,1,train
acct_8593d372,credential_stuffing,1,train
acct_e3b4c4e1,credential_stuffing,1,val
acct_c83a891e,credential_stuffing,1,val
acct_81106a28,credential_stuffing,1,val
acct_34a987d7,credential_stuffing,1,val
acct_a4301341,credential_stuffing,1,val
acct_fbbdb67f,credential_stuffing,1,val
acct_226b0353,credential_stuffing,1,val
acct_a49cd192,credential_stuffing,1,val
acct_c553af67,credential_stuffing,1,val
acct_241b6352,credential_stuffing,1,val
acct_bfae2feb,credential_stuffing,1,val
acct_81664e4f,credential_stuffing,1,val
acct_1dd45da0,credential_stuffing,1,test
acct_b6e751da,credential_stuffing,1,test
acct_c670e0b1,credential_stuffing,1,test
acct_0aa9a565,credential_stuffing,1,test
acct_39b05527,credential_stuffing,1,test
acct_4f1b9732,credential_stuffing,1,test
acct_97fbda80,credential_stuffing,1,test
acct_676db944,credential_stuffing,1,test
acct_158e4c33,credential_stuffing,1,test
acct_a730b4f6,credential_stuffing,1,test
acct_33c68c5c,credential_stuffing,1,test
acct_96c218a6,credential_stuffing,1,test
acct_57597a30,full_account_takeover,1,train
acct_b583e656,full_account_takeover,1,train
acct_f3797b65,full_account_takeover,1,train
acct_7fe70c92,full_account_takeover,1,train
acct_9199c104,full_account_takeover,1,train
acct_dd304c61,full_account_takeover,1,train
acct_bb86e631,full_account_takeover,1,train
acct_098906f8,full_account_takeover,1,train
acct_352c5743,full_account_takeover,1,train
acct_26ad34db,full_account_takeover,1,train
acct_3d71664c,full_account_takeover,1,train
acct_ecdb301c,full_account_takeover,1,train
acct_2a9de9a1,full_account_takeover,1,train
acct_8e020432,full_account_takeover,1,train
acct_5460cdf0,full_account_takeover,1,train
acct_a9ca9c48,full_account_takeover,1,train
acct_94ed5ef4,full_account_takeover,1,train
acct_2833f4b1,full_account_takeover,1,train
acct_a65694e4,full_account_takeover,1,train
acct_d58be6f2,full_account_takeover,1,train
acct_91e4ac04,full_account_takeover,1,train
acct_22857e22,full_account_takeover,1,train
acct_4437d611,full_account_takeover,1,train
acct_3882123d,full_account_takeover,1,train
acct_7695f84b,full_account_takeover,1,train
acct_a310e123,full_account_takeover,1,train
acct_d5c44812,full_account_takeover,1,train
acct_2482cf5a,full_account_takeover,1,val
acct_659d92ac,full_account_takeover,1,val
acct_3478a2e9,full_account_takeover,1,val
acct_dfd85baa,full_account_takeover,1,val
acct_0f4780f6,full_account_takeover,1,val
acct_e60732c8,full_account_takeover,1,val
acct_6368621b,full_account_takeover,1,val
acct_8742600f,full_account_takeover,1,val
acct_e3c37d32,full_account_takeover,1,val
acct_cb4fc11d,full_account_takeover,1,test
acct_e5e73d88,full_account_takeover,1,test
acct_67e6d75f,full_account_takeover,1,test
acct_925151dd,full_account_takeover,1,test
acct_9da79aaa,full_account_takeover,1,test
acct_3422e15f,full_account_takeover,1,test
acct_2aa52e6a,full_account_takeover,1,test
acct_85745cf7,full_account_takeover,1,test
acct_115ccda7,full_account_takeover,1,test
acct_293c479c,legitimate_account_change,0,train
acct_0b5bb9e9,legitimate_account_change,0,train
acct_0a60bc4e,legitimate_account_change,0,train
acct_b72e9bab,legitimate_account_change,0,train
acct_5f853fbf,legitimate_account_change,0,train
acct_c5ae72c9,legitimate_account_change,0,train
acct_87def961,legitimate_account_change,0,train
acct_3d975ed2,legitimate_account_change,0,train
acct_131f700c,legitimate_account_change,0,train
acct_85b3d9a2,legitimate_account_change,0,train
acct_e81a8980,legitimate_account_change,0,train
acct_345d81ee,legitimate_account_change,0,train
acct_f6d1426e,legitimate_account_change,0,train
acct_33e4659f,legitimate_account_change,0,train
acct_1d2dc53d,legitimate_account_change,0,train
acct_e2c63606,legitimate_account_change,0,train
acct_239ea260,legitimate_account_change,0,train
acct_4b7297bd,legitimate_account_change,0,train
acct_762d4862,legitimate_account_change,0,train
acct_157bcf2a,legitimate_account_change,0,train
acct_858a5d1a,legitimate_account_change,0,train
acct_40381cf7,legitimate_account_change,0,train
acct_0b0f9926,legitimate_account_change,0,train
acct_c580ed14,legitimate_account_change,0,train
acct_12e6ea72,legitimate_account_change,0,train
acct_fcce4e9c,legitimate_account_change,0,train
acct_d497b893,legitimate_account_change,0,train
acct_82afc0d6,legitimate_account_change,0,train
acct_d215566a,legitimate_account_change,0,train
acct_f095f094,legitimate_account_change,0,train
acct_02a6ff33,legitimate_account_change,0,train
acct_8374a0b4,legitimate_account_change,0,train
acct_af1b5db1,legitimate_account_change,0,train
acct_515e1aec,legitimate_account_change,0,train
acct_f770431e,legitimate_account_change,0,train
acct_eb4e01f7,legitimate_account_change,0,train
acct_8a88ac55,legitimate_account_change,0,train
acct_dfe0feb8,legitimate_account_change,0,train
acct_bd204d6d,legitimate_account_change,0,train
acct_1258df72,legitimate_account_change,0,train
acct_140ddd9f,legitimate_account_change,0,train
acct_9abdea8f,legitimate_account_change,0,train
acct_36258b12,legitimate_account_change,0,train
acct_f949411e,legitimate_account_change,0,train
acct_f1f495b4,legitimate_account_change,0,train
acct_d5133828,legitimate_account_change,0,train
acct_f9f74690,legitimate_account_change,0,train
acct_8f3e5e2a,legitimate_account_change,0,train
acct_18dc81cd,legitimate_account_change,0,train
acct_53477c8e,legitimate_account_change,0,train
acct_b0cc63ee,legitimate_account_change,0,train
acct_af293532,legitimate_account_change,0,train
acct_ba2caec7,legitimate_account_change,0,train
acct_365bd772,legitimate_account_change,0,train
acct_d9e94725,legitimate_account_change,0,train
acct_29632805,legitimate_account_change,0,train
acct_08c6db7e,legitimate_account_change,0,train
acct_df312650,legitimate_account_change,0,train
acct_77fc1dd6,legitimate_account_change,0,train
acct_a28838d8,legitimate_account_change,0,train
acct_c30a9962,legitimate_account_change,0,train
acct_c9aa80c2,legitimate_account_change,0,train
acct_7346d4f3,legitimate_account_change,0,train
acct_89cb86bc,legitimate_account_change,0,train
acct_937ca0d7,legitimate_account_change,0,train
acct_0dcd4d42,legitimate_account_change,0,train
acct_fb8afb06,legitimate_account_change,0,train
acct_7dabf50a,legitimate_account_change,0,train
acct_8f3b842e,legitimate_account_change,0,train
acct_3ea3e95e,legitimate_account_change,0,train
acct_5b0f7934,legitimate_account_change,0,train
acct_364ba343,legitimate_account_change,0,train
acct_789c80dd,legitimate_account_change,0,train
acct_e75a561f,legitimate_account_change,0,train
acct_29ede451,legitimate_account_change,0,train
acct_9b7439b6,legitimate_account_change,0,train
acct_30130cd1,legitimate_account_change,0,train
acct_cedde594,legitimate_account_change,0,train
acct_a98ea673,legitimate_account_change,0,train
acct_29072844,legitimate_account_change,0,train
acct_e3aa29d0,legitimate_account_change,0,train
acct_dcd21770,legitimate_account_change,0,train
acct_72b9ade7,legitimate_account_change,0,train
acct_b9d90a4e,legitimate_account_change,0,train
acct_dcb3fd20,legitimate_account_change,0,train
acct_3e546ce7,legitimate_account_change,0,train
acct_cbdbc0ba,legitimate_account_change,0,train
acct_43d904ac,legitimate_account_change,0,train
acct_470b4050,legitimate_account_change,0,train
acct_c6d5b18a,legitimate_account_change,0,train
acct_594e038e,legitimate_account_change,0,train
acct_82d85c4a,legitimate_account_change,0,train
acct_f72f857e,legitimate_account_change,0,train
acct_75a434c1,legitimate_account_change,0,train
acct_059d8079,legitimate_account_change,0,train
acct_145818f6,legitimate_account_change,0,train
acct_4fa542f4,legitimate_account_change,0,train
acct_0430042b,legitimate_account_change,0,train
acct_3ad53ac0,legitimate_account_change,0,train
acct_7671ed9a,legitimate_account_change,0,train
acct_946ce06f,legitimate_account_change,0,train
acct_d0b2b37f,legitimate_account_change,0,train
acct_c3a0d818,legitimate_account_change,0,train
acct_afb2cc2f,legitimate_account_change,0,train
acct_bb31bbc6,legitimate_account_change,0,train
acct_9b215655,legitimate_account_change,0,train
acct_5ce923f7,legitimate_account_change,0,train
acct_522c0a18,legitimate_account_change,0,train
acct_1c100061,legitimate_account_change,0,train
acct_e5bf49cd,legitimate_account_change,0,train
acct_4270639c,legitimate_account_change,0,train
acct_eff4f826,legitimate_account_change,0,train
acct_25f8a327,legitimate_account_change,0,train
acct_4bda5b7b,legitimate_account_change,0,train
acct_bbfb0b2a,legitimate_account_change,0,train
acct_73657b6a,legitimate_account_change,0,train
acct_5e0ad5ea,legitimate_account_change,0,train
acct_fec508b9,legitimate_account_change,0,train
acct_8b328c87,legitimate_account_change,0,train
acct_b2ba5765,legitimate_account_change,0,train
acct_c3ce2916,legitimate_account_change,0,train
acct_c8ab384f,legitimate_account_change,0,train
acct_471eab9b,legitimate_account_change,0,train
acct_15c19076,legitimate_account_change,0,train
acct_2241d241,legitimate_account_change,0,train
acct_e2321cec,legitimate_account_change,0,train
acct_79134bdf,legitimate_account_change,0,train
acct_a9caa276,legitimate_account_change,0,train
acct_a0d95254,legitimate_account_change,0,train
acct_16c49b58,legitimate_account_change,0,train
acct_beafeeae,legitimate_account_change,0,train
acct_d6790494,legitimate_account_change,0,train
acct_8c8d1065,legitimate_account_change,0,val
acct_45a3ca80,legitimate_account_change,0,val
acct_a61817a1,legitimate_account_change,0,val
acct_40137b9e,legitimate_account_change,0,val
acct_bf32cb2f,legitimate_account_change,0,val
acct_e11263d1,legitimate_account_change,0,val
acct_5b6c89a5,legitimate_account_change,0,val
acct_8f801e8d,legitimate_account_change,0,val
acct_28fbef18,legitimate_account_change,0,val
acct_0e52bb11,legitimate_account_change,0,val
acct_3b73cf6e,legitimate_account_change,0,val
acct_9fa9414c,legitimate_account_change,0,val
acct_96770159,legitimate_account_change,0,val
acct_5b677855,legitimate_account_change,0,val
acct_16cb4d3b,legitimate_account_change,0,val
acct_d4ed68ec,legitimate_account_change,0,val
acct_8f48ab8f,legitimate_account_change,0,val
acct_1c2da1d6,legitimate_account_change,0,val
acct_517c4c9e,legitimate_account_change,0,val
acct_52f33e23,legitimate_account_change,0,val
acct_401ba466,legitimate_account_change,0,val
acct_c36b7f27,legitimate_account_change,0,val
acct_0987586d,legitimate_account_change,0,val
acct_97f5f979,legitimate_account_change,0,val
acct_7caf2a34,legitimate_account_change,0,val
acct_7b0d0ef1,legitimate_account_change,0,val
acct_3029402d,legitimate_account_change,0,val
acct_e7d9a6a6,legitimate_account_change,0,val
acct_3fc7b685,legitimate_account_change,0,val
acct_ef2c8cac,legitimate_account_change,0,val
acct_d53503dc,legitimate_account_change,0,val
acct_ebed7ce7,legitimate_account_change,0,val
acct_601aa91c,legitimate_account_change,0,val
acct_28dba8fd,legitimate_account_change,0,val
acct_7c50a934,legitimate_account_change,0,val
acct_2b29e806,legitimate_account_change,0,val
acct_e8ba7666,legitimate_account_change,0,val
acct_f5ab8bb3,legitimate_account_change,0,val
acct_87b1f9d3,legitimate_account_change,0,val
acct_c1045f23,legitimate_account_change,0,val
acct_b41a37de,legitimate_account_change,0,val
acct_d4195c0c,legitimate_account_change,0,val
acct_32f04319,legitimate_account_change,0,val
acct_91c832c1,legitimate_account_change,0,val
acct_01adcb66,legitimate_account_change,0,test
acct_d6e64cef,legitimate_account_change,0,test
acct_71388325,legitimate_account_change,0,test
acct_bd3c207c,legitimate_account_change,0,test
acct_edfdc0ec,legitimate_account_change,0,test
acct_2fc1fff3,legitimate_account_change,0,test
acct_e5ed7d99,legitimate_account_change,0,test
acct_6aa92bc6,legitimate_account_change,0,test
acct_d6418b76,legitimate_account_change,0,test
acct_6242575b,legitimate_account_change,0,test
acct_f4fb28c5,legitimate_account_change,0,test
acct_82e19582,legitimate_account_change,0,test
acct_3941e050,legitimate_account_change,0,test
acct_77d6f700,legitimate_account_change,0,test
acct_4fe0af93,legitimate_account_change,0,test
acct_52dd59b6,legitimate_account_change,0,test
acct_075309e0,legitimate_account_change,0,test
acct_8b56c5ce,legitimate_account_change,0,test
acct_da62b2b1,legitimate_account_change,0,test
acct_921701a2,legitimate_account_change,0,test
acct_039ab7c5,legitimate_account_change,0,test
acct_d7040c07,legitimate_account_change,0,test
acct_007fb2f0,legitimate_account_change,0,test
acct_2a89b43d,legitimate_account_change,0,test
acct_e5addb6b,legitimate_account_change,0,test
acct_029a3601,legitimate_account_change,0,test
acct_b275a3ea,legitimate_account_change,0,test
acct_dd06cb45,legitimate_account_change,0,test
acct_cf68dfc8,legitimate_account_change,0,test
acct_a10f3147,legitimate_account_change,0,test
acct_9fee4326,legitimate_account_change,0,test
acct_df86d3f9,legitimate_account_change,0,test
acct_f04cfd70,legitimate_account_change,0,test
acct_3a3fe5d9,legitimate_account_change,0,test
acct_cbaeefc5,legitimate_account_change,0,test
acct_41470ce0,legitimate_account_change,0,test
acct_eba2e305,legitimate_account_change,0,test
acct_a04f2b99,legitimate_account_change,0,test
acct_c78c6daa,legitimate_account_change,0,test
acct_275bc11e,legitimate_account_change,0,test
acct_ebec5d0d,legitimate_account_change,0,test
acct_aeba456e,legitimate_account_change,0,test
acct_b3dc18a9,legitimate_account_change,0,test
acct_a380ab57,legitimate_account_change,0,test
acct_3326ff60,new_device_legitimate,0,train
acct_7b854767,new_device_legitimate,0,train
acct_fd0373d7,new_device_legitimate,0,train
acct_33aea2cb,new_device_legitimate,0,train
acct_1c1688e7,new_device_legitimate,0,train
acct_cacd56ee,new_device_legitimate,0,train
acct_418fc315,new_device_legitimate,0,train
acct_bac5ed3f,new_device_legitimate,0,train
acct_c8cbc3be,new_device_legitimate,0,train
acct_27daf85a,new_device_legitimate,0,train
acct_00a12d97,new_device_legitimate,0,train
acct_e5f28a9a,new_device_legitimate,0,train
acct_2fd5ce6d,new_device_legitimate,0,train
acct_79a134d3,new_device_legitimate,0,train
acct_209fb059,new_device_legitimate,0,train
acct_974ea864,new_device_legitimate,0,train
acct_45abbe47,new_device_legitimate,0,train
acct_bde4d750,new_device_legitimate,0,train
acct_ceac218a,new_device_legitimate,0,train
acct_db99bb4a,new_device_legitimate,0,train
acct_11868cee,new_device_legitimate,0,train
acct_19f30901,new_device_legitimate,0,train
acct_c6fb1eed,new_device_legitimate,0,train
acct_135c9da1,new_device_legitimate,0,train
acct_367dfd7f,new_device_legitimate,0,train
acct_80cd960b,new_device_legitimate,0,train
acct_6227a67e,new_device_legitimate,0,train
acct_ad38a6f1,new_device_legitimate,0,train
acct_36bb78b3,new_device_legitimate,0,train
acct_12df7b49,new_device_legitimate,0,train
acct_e4c5373f,new_device_legitimate,0,train
acct_b54d9384,new_device_legitimate,0,train
acct_9d19cfb6,new_device_legitimate,0,train
acct_4093349f,new_device_legitimate,0,train
acct_e0a34673,new_device_legitimate,0,train
acct_50009fa5,new_device_legitimate,0,train
acct_11c15c71,new_device_legitimate,0,train
acct_444b1c1a,new_device_legitimate,0,train
acct_d0cd0a16,new_device_legitimate,0,train
acct_0583b219,new_device_legitimate,0,train
acct_89127e19,new_device_legitimate,0,train
acct_f20b2ccc,new_device_legitimate,0,train
acct_cb7cb38b,new_device_legitimate,0,train
acct_ddd2c32d,new_device_legitimate,0,train
acct_857130db,new_device_legitimate,0,train
acct_d081fb58,new_device_legitimate,0,train
acct_a550be05,new_device_legitimate,0,train
acct_5faf98d0,new_device_legitimate,0,train
acct_c2b2ebd7,new_device_legitimate,0,train
acct_36590b79,new_device_legitimate,0,train
acct_8e7a207d,new_device_legitimate,0,train
acct_90497718,new_device_legitimate,0,train
acct_e1890371,new_device_legitimate,0,train
acct_6ae5d840,new_device_legitimate,0,train
acct_22a70744,new_device_legitimate,0,train
acct_b5fc09b2,new_device_legitimate,0,train
acct_f57c6dee,new_device_legitimate,0,train
acct_afc8eab9,new_device_legitimate,0,train
acct_25e8dd37,new_device_legitimate,0,train
acct_3c9890bc,new_device_legitimate,0,train
acct_731d8ac2,new_device_legitimate,0,train
acct_f70ceaf1,new_device_legitimate,0,train
acct_7ba289c3,new_device_legitimate,0,train
acct_61b9e689,new_device_legitimate,0,train
acct_8167f11a,new_device_legitimate,0,train
acct_040bbb40,new_device_legitimate,0,train
acct_9de01e53,new_device_legitimate,0,train
acct_9641ee7e,new_device_legitimate,0,train
acct_44b40858,new_device_legitimate,0,train
acct_3875d60e,new_device_legitimate,0,train
acct_ccbc99d0,new_device_legitimate,0,train
acct_a08e2f8a,new_device_legitimate,0,train
acct_104e1073,new_device_legitimate,0,train
acct_7f936d2c,new_device_legitimate,0,train
acct_5fbbdb02,new_device_legitimate,0,train
acct_712db9e3,new_device_legitimate,0,train
acct_28aa5e72,new_device_legitimate,0,train
acct_bd610f25,new_device_legitimate,0,train
acct_84a44657,new_device_legitimate,0,train
acct_2fbca6f2,new_device_legitimate,0,train
acct_57d7f302,new_device_legitimate,0,train
acct_8b5d3522,new_device_legitimate,0,train
acct_05a05869,new_device_legitimate,0,train
acct_62253204,new_device_legitimate,0,train
acct_599edde1,new_device_legitimate,0,train
acct_7053dcf6,new_device_legitimate,0,train
acct_dc4e49a6,new_device_legitimate,0,train
acct_014f2755,new_device_legitimate,0,train
acct_f1896632,new_device_legitimate,0,train
acct_77f5d67c,new_device_legitimate,0,train
acct_2cc4cd1b,new_device_legitimate,0,train
acct_f190aba3,new_device_legitimate,0,train
acct_13c2d2c9,new_device_legitimate,0,train
acct_39dcac59,new_device_legitimate,0,train
acct_73936254,new_device_legitimate,0,train
acct_59eeb445,new_device_legitimate,0,train
acct_e70cd7e5,new_device_legitimate,0,train
acct_55ec1a82,new_device_legitimate,0,train
acct_2c08653d,new_device_legitimate,0,train
acct_d84dc9b4,new_device_legitimate,0,train
acct_12e3113a,new_device_legitimate,0,train
acct_a9a90a87,new_device_legitimate,0,train
acct_dea8f7dc,new_device_legitimate,0,train
acct_7d462893,new_device_legitimate,0,train
acct_6924a46a,new_device_legitimate,0,train
acct_09196389,new_device_legitimate,0,train
acct_f858086d,new_device_legitimate,0,train
acct_ee263579,new_device_legitimate,0,train
acct_e7ff3770,new_device_legitimate,0,val
acct_62e51e00,new_device_legitimate,0,val
acct_e0234b50,new_device_legitimate,0,val
acct_2527a837,new_device_legitimate,0,val
acct_ffe0da56,new_device_legitimate,0,val
acct_7d60411a,new_device_legitimate,0,val
acct_c8bdd9df,new_device_legitimate,0,val
acct_caf09203,new_device_legitimate,0,val
acct_8486ca15,new_device_legitimate,0,val
acct_b21b62b4,new_device_legitimate,0,val
acct_4a04ec42,new_device_legitimate,0,val
acct_3a952050,new_device_legitimate,0,val
acct_1402c0e4,new_device_legitimate,0,val
acct_446bbff7,new_device_legitimate,0,val
acct_6c6a0737,new_device_legitimate,0,val
acct_0200f335,new_device_legitimate,0,val
acct_bfd8c083,new_device_legitimate,0,val
acct_88eaf449,new_device_legitimate,0,val
acct_ec54a0a2,new_device_legitimate,0,val
acct_0fd64b72,new_device_legitimate,0,val
acct_69599cf2,new_device_legitimate,0,val
acct_627d615e,new_device_legitimate,0,val
acct_58ef58cd,new_device_legitimate,0,val
acct_4b35ca5b,new_device_legitimate,0,val
acct_bcb8d6b5,new_device_legitimate,0,val
acct_39cdd4c0,new_device_legitimate,0,val
acct_d79763f2,new_device_legitimate,0,val
acct_420b15f6,new_device_legitimate,0,val
acct_99e7ce28,new_device_legitimate,0,val
acct_bc3c56d4,new_device_legitimate,0,val
acct_f8a160ad,new_device_legitimate,0,val
acct_28610650,new_device_legitimate,0,val
acct_4e83f99e,new_device_legitimate,0,val
acct_169eb475,new_device_legitimate,0,val
acct_ba2275e5,new_device_legitimate,0,val
acct_011a3a79,new_device_legitimate,0,val
acct_2dc29ca6,new_device_legitimate,0,test
acct_28042deb,new_device_legitimate,0,test
acct_4a24876b,new_device_legitimate,0,test
acct_1260469a,new_device_legitimate,0,test
acct_9188990a,new_device_legitimate,0,test
acct_e60619cc,new_device_legitimate,0,test
acct_416c04ce,new_device_legitimate,0,test
acct_3d44887c,new_device_legitimate,0,test
acct_1831bc1a,new_device_legitimate,0,test
acct_5c1085a4,new_device_legitimate,0,test
acct_5887196d,new_device_legitimate,0,test
acct_482c0605,new_device_legitimate,0,test
acct_cbc10fde,new_device_legitimate,0,test
acct_21b76750,new_device_legitimate,0,test
acct_a04db21d,new_device_legitimate,0,test
acct_bf798e96,new_device_legitimate,0,test
acct_d87abe11,new_device_legitimate,0,test
acct_59cb1bb0,new_device_legitimate,0,test
acct_bd830f05,new_device_legitimate,0,test
acct_f1e412e3,new_device_legitimate,0,test
acct_11f2e826,new_device_legitimate,0,test
acct_83278ca4,new_device_legitimate,0,test
acct_e77e604f,new_device_legitimate,0,test
acct_3751363a,new_device_legitimate,0,test
acct_2f3f3b53,new_device_legitimate,0,test
acct_ed2dcc70,new_device_legitimate,0,test
acct_563a0baa,new_device_legitimate,0,test
acct_ee753e31,new_device_legitimate,0,test
acct_0e160267,new_device_legitimate,0,test
acct_0ed81ba5,new_device_legitimate,0,test
acct_a11ba286,new_device_legitimate,0,test
acct_2ff1aa77,new_device_legitimate,0,test
acct_a1ae21a1,new_device_legitimate,0,test
acct_ae5aeb0d,new_device_legitimate,0,test
acct_fa461f07,new_device_legitimate,0,test
acct_2850700b,new_device_legitimate,0,test
